PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEOUS","DRY","Project Sunshine Inc."," ","211 East 43rd Street","Suite 401","New York","NY",10017,"624190", 223607512, ,"Corporation"," "," "," ","Project Sunshine-HQ","211 East 43rd Street","Suite 401","New York","NY",10017,2,14,2,14,1000900,"ADD",04/11/2018," "
"PEOUS","SKW","Project X Ventures, Ltd"," ","248 West 37th Street","Ground Floor","New York","NY",10018,"711310", 454504593, ,"Corporation"," "," "," ","Lightbox-HQ","248 West 37th Street","Ground Floor","New York","NY",10018,2,3,2,3,411000,"ADD",04/11/2018," "
"PEOUS","M4L","BigID Inc"," ","1 Pirates Cove",,"Mamaroneck","NY",10543,"511210", 810983460, ,"Corporation"," "," "," ","BigID Inc-HQ","1 Pirates Cove",,"Mamaroneck","NY",10543,5,0,5,0,769000,"ADD",04/11/2018," "
"PEOUS","LIF","Tradelegs LLC"," ","112 West 34th Street","18th Floor","New York","NY",10120,"511210", 273126196, ,"Limited Liability Company"," "," "," ","Tradelegs LLC-HQ","112 West 34th Street","18th Floor","New York","NY",10120,4,0,4,0,652437,"ADD",04/11/2018," "
"PEOUS","DWT","Behrman Brothers Management Corp."," ","126 East 56th Street","27th Floor","New York","NY",10022,"523910", 133601102, ,"Corporation"," "," "," ","Behrman Capital-HQ","126 East 56th Street","27th Floor","New York","NY",10022,10,4,10,4,3195000,"ADD",04/11/2018," "
"PEOUS","LK4","Exclive LLC"," ","15 Gay Street",,"New York","NY",10014,"541611", 474056308, ,"Limited Liability Company"," "," "," ","Exclive LLC-HQ","15 Gay Street",,"New York","NY",10014,1,0,1,0,46800,"ADD",04/11/2018," "
"PEO02","GOA","StoneCastle Securities, LLC"," ","152 West 57th Street","35th Floor","New York","NY",10019,"523920", 043794627, ,"Limited Liability Company"," "," "," ","StoneCastle Securities, LLC-HQ","152 West 57th Street","35th Floor","New York","NY",10019,7,2,7,2,1360750,"ADD",04/11/2018," "
"PEOUS","JJ6","acKnowledge Digital Marketing LLC"," ","197 Grand St 5S",,"New York","NY",10013,"541613", 461358707, ,"Limited Liability Company"," "," "," ","acKnowledge Digital Marketi-HQ","197 Grand St 5S",,"New York","NY",10013,12,10,12,10,1791902,"ADD",04/11/2018," "
"PEOUS","KRA","Reltio Inc."," ","100 Marine Parkway","Suite 275","Redwood City","CA",94065,"518210", 452730536, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,200000,"ADD",04/11/2018," "
"PEOUS","NQO","Monthly Gift. Inc."," ","401 Park Avenue South","10th Floor","New York","NY",10016,"454110", 473309433, ,"Corporation"," "," "," ","Monthly Gift, Inc.","401 Park Avenue South","10th Floor","New York","NY",10016,0,3,0,3,290000,"ADD",04/11/2018," "
"PEOUS","P6V","Architecture Work Office PLLC"," ","260 W 35th Street, #303",,"NY","NY",10001,"541310", 463025501, ,"Limited Liability Company"," "," "," ","Architecture Work-HQ","260 W 35th Street","303","New York","NY",10001,2,2,2,2,203000,"ADD",04/11/2018," "
"PEOUS","SXL","Horizon Medical Group, LLP"," ","38 East 32nd St","3rd Floor","New York","NY",10016,"621111", 134033986, ,"Corporation"," "," "," ","Horizon Medical Group, LLP-HQ","38 East 32nd St","3rd Floor","New York","NY",10016,1,12,1,12,607286,"ADD",04/11/2018," "
"PEOUS","KQQ","Lynx Capital Partners of New Jersey, LLC"," ","350 5th Ave","Suite 4830","New York","NY",10118,"518210", 200872329, ,"Limited Liability Company"," "," "," ","Lynx Capital Partners of Ne-HQ","350 5th Ave","Suite 4830","New York","NY",10118,10,0,10,0,1149480,"ADD",04/11/2018," "
"PEOUS","D0R","Staq.com"," ","21 West 38th Street","16th Floor","New York","NY",10018,"541511", 462532245, ,"Corporation"," "," "," ","Staq.com Inc-HQ","21 West 38th Street","16th Floor","New York","NY",10018,11,5,11,5,2067000,"ADD",04/11/2018," "
"PEOUS","SYE","Thread Counsel Inc."," ","175 Varick Street",,"New York","NY",10014,"541490", 821669202, ,"Corporation"," "," "," ","Thread Counsel Inc.-HQ","175 Varick Street",,"New York","NY",10014,0,1,0,1,46800,"ADD",04/11/2018," "
"PEO02","GXK","China Renaissance Securities (US) Inc."," ","600 Fifth Avenue","21st Floor","New York","NY",10020,"523110", 800851099, ,"Corporation"," "," "," ","China Renaissance Securitie-HQ","600 Fifth Avenue","21st Floor","New York","NY",10020,12,5,12,5,2694080,"ADD",04/11/2018," "
"PEO02","GQJ","Dubin and Co LLC"," ","767 Fifth Avenue","45th Floor","New York","NY",10153,"551112", 205209674, ,"Limited Liability Company"," "," "," ","Dubin and Co LLC-HQ","767 Fifth Avenue","45th Floor","New York","NY",10153,5,9,5,9,2130500,"ADD",04/11/2018," "
"PEOUS","MIC","Drummonds Bathrooms Inc"," ","222 East 59th St",,"New York","NY",10022,"423220", 364832786, ,"Corporation"," "," "," ","Drummonds Bathrooms Inc-HQ","222 East 59th St",,"New York","NY",10022,2,1,2,1,205000,"ADD",04/11/2018," "
"PEOUS","P29","CONTENT SQUARE INC."," ","2140 S Dupont Highway",,"Camden","DE",19934,"541511", 814065183, ,"Corporation"," "," "," ","NY Office","25 W 39th Street","14th Floor","New York","NY",10018,8,16,8,16,2370040,"ADD",04/11/2018," "
"PEOUS","DA1","Jack Lichtenstein"," ","224 West 35th Suite 508",,"New York","NY",10001,"541211", 112114184, ,"Corporation"," "," "," ","Jack Lichtenstein CPA-HQ","224 West 35th Suite 508",,"New York","NY",10001,1,0,1,0,70000,"ADD",04/11/2018," "
"PEO02","GJQ","Worth Venture Partners, LLC"," ","850 Third Avenue","15th Floor","New York","NY",10022,"523920", 461377713, ,"Limited Liability Company"," "," "," ","805 Third Avenue","805 Third Avenue, 15th Floor",,"New York","NY",10022,3,0,3,0,284000,"ADD",04/11/2018," "
"PEOUS","EEO","Latitude Geographics USA Inc."," ","200- 1117 Wharf Street",,"Victoria","WA",V8W 1T7,"511210", 461319679, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,75000,"ADD",04/11/2018," "
"PEO01","B95","Launchtime LLC"," ","211 North End Ave","17 E","New York","NY",10282,"523910", 271295355, ,"Limited Liability Company"," "," "," ","Launchtime LLC-HQ","211 North End Ave","17 E","New York","NY",10282,1,0,1,0,0,"ADD",04/11/2018," "
"PEOUS","I7X","AppsFlyer Inc"," ","100 First Street","Suite 2500","San Francisco","CA",94105,"518210", 471748089, ,"Corporation"," "," "," ","NY Office","80 5th Ave","Suite 181","New York","NY",10011,13,1,13,1,1390000,"ADD",04/11/2018," "
"PEOUS","IRQ","Ozvision America LLC"," ","200 Broadhollow Road",,"Mellvile","NY",11747,"518210", 870705212, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,6500,"ADD",04/11/2018," "
"PEO02","GUA","Jet Capital Investors, LP"," ","540 Madison Ave 17th Fl",,"New York","NY",10022,"523920", 030460065, ,"Limited Partnership"," "," "," ","Jet Capital Investors, LP-HQ","540 Madison Ave 17th Fl",,"New York","NY",10022,6,1,6,1,1050000,"ADD",04/11/2018," "
"PEOUS","POM","Ozisik PLLC"," ","29 Broadway","Suite1500","New York","NY",10006,"541110", 472610627, ,"Limited Liability Company"," "," "," ","Ozisik PLLC-HQ","29 Broadway","Suite1500","New York","NY",10006,1,4,1,4,339500,"ADD",04/11/2018," "
"PEOUS","OWY","LDVM, LLC"," ","111 East 14th Street","Ste 102","New York","NY",10003,"523910", 813863863, ,"Limited Liability Company"," "," "," ","LDV Capital-HQ","111 East 14th Street","Ste 102","New York","NY",10003,1,1,1,1,160000,"ADD",04/11/2018," "
"PEOUS","4OK","Mojix, Inc."," ","11075 Santa Monica Blvd.","Suite 350","Los Angeles","CA",90025,"334513", 203347474, ,"Corporation"," "," "," ","Mojix, Inc.-Office NY","350 7th Avenue","Room 800","New York","NY",10001,2,1,2,1,572000,"ADD",04/11/2018," "
"PEOUS","O28","Coffective"," ","33 Irving Place","3rd Floor","New York","NY",10003,"519130", 462099728, ,"Corporation"," "," "," ","Coffective-HQ","33 Irving Place","3rd Floor","New York","NY",10003,1,1,1,1,71950,"ADD",04/11/2018," "
"PEOUS","E9T","Noragh Analytics, Inc."," ","PO Box 1227",,"Eastville","VA",23347,"541511", 464137340, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,165000,"ADD",04/11/2018," "
"PEO01","D2C","JumpRope Inc."," ","2301 NW Thurman Street","Suite D","Portland","OR",97210,"511210", 352479015, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,114000,"ADD",04/11/2018," "
"PEOUS","M7R","Portfolio Visions, Inc."," ","27 North Moore St",,"New York","NY",10013,"611110", 811718798, ,"Corporation"," "," "," ","Portfolio School-HQ","27 North Moore St",,"New York","NY",10013,0,5,0,5,426400,"ADD",04/11/2018," "
"PEO01","I0V","Rally Labs LLC"," ","125 Maiden Lane","Suite 506","New York","NY",10038,"424210", 113784168, ,"Limited Liability Company"," "," "," ","Rally Labs LLC-HQ","125 Maiden Lane","Suite 506","New York","NY",10038,1,0,1,0,65000,"ADD",04/11/2018," "
"PEO02","GD2","Cineflix Enterprises (U.S.A.) Inc."," ","55 Broad St","21st Floor","New York","NY",10004,"512110", 421768702, ,"Corporation"," "," "," ","Cineflix Enterprises (U.S.A-HQ","55 Broad St","21st Floor","New York","NY",10004,4,4,4,4,1471944,"ADD",04/11/2018," "
"PEOUS","HET","Acquavella Contemporary Art, Inc."," ","18 East 79th Street",,"New York","NY",10075,"453920", 132639870, ,"Corporation"," "," "," ","Acquavella Contemporary Art-HQ","18 East 79th Street",,"New York","NY",10075,4,4,4,4,1845000,"ADD",04/11/2018," "
"PEO01","C97","Roystone Capital Management LP"," ","780 Third Ave","41st Floor","New York","NY",10017,"523920", 900907631, ,"Limited Partnership"," "," "," ","Roystone Capital Management-HQ","780 Third Ave","41st Floor","New York","NY",10017,13,7,13,7,4370000,"ADD",04/11/2018," "
"PEOUS","U55","Actovoice, Inc."," ","1511 E SR 434","STE 2001","Winter Springs","FL",32708,"511210", 475035436, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,62500,"ADD",04/11/2018," "
"PEO02","GDH","Seven Bridges Advisors LLC"," ","9 West 57th Street","29th Floor","New York","NY",10019,"523930", 900744275, ,"Limited Liability Company"," "," "," ","Seven Bridges Advisors LLC-HQ","9 West 57th Street","29th Floor","New York","NY",10019,10,10,10,10,5265283,"ADD",04/11/2018," "
"PEOUS","5ZO","Marketing Evolution, Inc."," ","11060 White Rock Road","Suite 180","Rancho Cordova","CA",95670,"541910", 204580791, ,"Corporation"," "," "," ","Office NY - HQ","578 Broadway","Suite 407","New York","NY",10012,18,18,18,18,3934024,"ADD",04/11/2018," "
"PEOUS","L6O","Siberia LLC"," ","64 Allen St","2nd floor","New York","NY",10002,"511210", 463303210, ,"Limited Liability Company"," "," "," ","Siberia LLC-HQ","64 Allen St","2nd floor","New York","NY",10002,4,2,4,2,956000,"ADD",04/11/2018," "
"PEOUS","HFL","Groop Internet Platform, Inc."," ","254 West 54th St","13th Floor","New York","NY",10019,"518210", 900707111, ,"Corporation"," "," "," ","Groop Internet Platform-HQ","254 West 54th St","13th Floor","New York","NY",10019,34,22,34,22,6250500,"ADD",04/11/2018," "
"PEO02","GGC","Quantedge USA Inc"," ","540 Madison Ave","Suite 4B","New York","NY",10022,"523999", 453843537, ,"Corporation"," "," "," ","Quantedge USA Inc-HQ","540 Madison Ave","Suite 4B","New York","NY",10022,17,8,17,8,3662200,"ADD",04/11/2018," "
"PEOUS","BBZ","Verdezyne, Inc."," ","2715 Loker Avenue West",,"Carlsbad","CA",92010,"541713", 710982739, ,"Corporation"," "," "," ","Remote-NY",,,,"NY",,1,0,1,0,285000,"ADD",04/11/2018," "
"PEOUS","T9L","Grandesign Advertising Firm, Inc."," ","1665 S. Rancho Santa Fe Road","Suite A1","San Marcos","CA",92078,"541850", 582556061, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,2,0,2,300000,"ADD",04/11/2018," "
"PEOUS","U2U","BakPax Inc."," ","325 North End Ave","16K","New York","NY",10282,"511210", 822581988, ,"Corporation"," "," "," ","BakPax Inc.-HQ","325 North End Ave","16K","New York","NY",10282,1,0,1,0,100000,"ADD",04/11/2018," "
"PEOUS","SKS","Dark Data Labs Inc."," ","9 W Brookside Drive",,"Larchmont","NY",10538,"523930", 815212729, ,"Corporation"," "," "," ","Work-Bench NYC","110 Fifth Avenue, Fifth Fl.",,"New York","NY",10011,1,0,1,0,37830,"ADD",04/11/2018," "
"PEO01","KC3","SafeBreach Inc."," ","111 W Evelyn Ave","Suite 117","Sunnyvale","CA",94086,"511210", 320458156, ,"Corporation"," "," "," ","Safebreach INC NY",,,,"NY",,1,0,1,0,155000,"ADD",04/11/2018," "
"PEOUS","K92","Meridian Imaging Group, LLC"," ","224 Seventh Street 3rd Floor",,"Garden City","NY",11530,"621111", 473847134, ,"Limited Liability Company"," "," "," ","Hempstead","230 Hilton Avenue",,"Hempstead","NY",11550,81,381,81,381,24170342,"ADD",04/11/2018," "
"PEOUS","D1P","Interdealer Information Technologies, LLC"," ","14 Wall Street","Suite 4A","New York","NY",10005,"519130", 203729507, ,"Limited Liability Company"," "," "," ","Interdealer Trading Solutio-HQ","14 Wall Street","Suite 4A","New York","NY",10005,4,0,4,0,542500,"ADD",04/11/2018," "
"PEO05","RGB","OMG INC"," ","408 BROADWAY",,"NEW YORK","NY",10013,"448140", 133253151, ,"Corporation"," "," "," ","OMG INC HQ","408 BROADWAY",,"NEW YORK","NY",10013,4,13,4,13,362128,"ADD",04/11/2018," "
"PEOUS","JPG","Pontalba Capital LLC"," ","261 Madison Ave","10th Floor","New York","NY",10016,"523910", 465521371, ,"Limited Liability Company"," "," "," ","Pontalba Capital-HQ","261 Madison Ave","10th Floor","New York","NY",10016,1,0,1,0,35100,"ADD",04/11/2018," "
"PEOUS","JCF","Climb Credit, Inc."," ","41 Elizabeth Street","Suite 701","New York","NY",10013,"522291", 471345761, ,"Corporation"," "," "," ","Climb Credit-HQ","41 Elizabeth Street","Suite 701","New York","NY",10013,8,11,8,11,2042000,"ADD",04/11/2018," "
"PEO02","UNP","Exceed Capital Partners, LLC"," ","74 Beaumont Ave",,"San Francisco","CA",94118,"523920", 611856186, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,500000,"ADD",04/11/2018," "
"PEO02","OQD","FLSV FUND ADMINISTRATION SERVICES, LLC"," ","1359 BROADWAY","SUITE 1203","NEW YORK","NY",10018,"523920", 364597078, ,"Limited Liability Company"," "," "," ","FLSV FUND ADMINISTRATION SE-HQ","1359 BROADWAY","SUITE 1203","NEW YORK","NY",10018,38,48,38,48,10245666,"ADD",04/11/2018," "
"PEO01","EAH","Knitting Factory Records, Inc."," ","281 N 7th Street","Suite 2","Brooklyn","NY",11211-1896,"711320", 270426845, ,"Corporation"," "," "," ","Knitting Factory Records, I-HQ","281 N 7th Street","Suite 2","Brooklyn","NY",11211-1896,10,7,10,7,1273400,"ADD",04/11/2018," "
"PEO02","G09","Greenlight Capital, Inc."," ","2 Grand Central Tower","140 East 45th Street, 24th Fl","New York","NY",10017,"523920", 133871632, ,"Corporation"," "," "," ","Greenlight Capital, Inc.-HQ","2 Grand Central Tower","140 East 45th Street, 24th Fl","New York","NY",10017,23,10,23,10,6230000,"ADD",04/11/2018," "
"PEOUS","O9N","NETSURIT INC"," ","175 Powers St",,"Brooklyn","NY",11211,"541512", 810819813, ,"Corporation"," "," "," ","NETSURIT INC-HQ","175 Powers St",,"Brooklyn","NY",11211,10,2,10,2,796440,"ADD",04/11/2018," "
"PEO01","KOU","OmniPet, Inc."," ","989 6th Ave","12th Floor","New York","NY",10018,"454110", 474730168, ,"Corporation"," "," "," ","PetFlow-HQ","989 6th Ave","12th Floor","New York","NY",10018,1,0,1,0,135000,"ADD",04/11/2018," "
"PEOUS","K7M","Literacy Design Collaborative, Inc."," ","90 Broad St","2nd Floor","New York","NY",10004,"611710", 463418612, ,"Corporation"," "," "," ","Literacy Design Collaborati-HQ","90 Broad St","2nd Floor","New York","NY",10004,1,2,1,2,390382,"ADD",04/11/2018," "
"PEOUS","MFU","KMI Brands Inc"," ","1140 Bay St Suite 2C",,"Staten Island","NY",10305,"424210", 352461303, ,"Corporation"," "," "," ","KMI Brands Inc","1460 Broadway",,"New York","NY",10036,0,1,0,1,93500,"ADD",04/11/2018," "
"PEOUS","IDO","365 Operating Company, LLC"," ","200 Connecticut Ave","Suite 5A","Norwalk","CT",06854,"518210", 460938104, ,"Limited Liability Company"," "," "," ","NY10","65 Broadway","3rd Floor","New York","NY",10006,4,1,4,1,428236,"ADD",04/11/2018," "
"PEO02","GA4","AdLarge Media, LLC"," ","52 Vanderbilt Ave","7th floor","New York","NY",10017,"541840", 263176870, ,"Limited Liability Company"," "," "," ","AdLarge Media, LLC-HQ","52 Vanderbilt Ave","7th floor","New York","NY",10017,3,16,3,16,1787122,"ADD",04/11/2018," "
"PEOUS","4H9","Tangent Logic"," ","2225 East Bayshore Road","Suite #200","Palo Alto","CA",94303,"541511", 201380748, ,"Corporation"," "," "," ","Tangent Logic-Office NY","520 Broadway",,"New York","NY",10012,1,0,1,0,150000,"ADD",04/11/2018," "
"PEOUS","JQE","LexCheck Inc."," ","85 Broad St","18th Fl","New York","NY",10004,"511210", 473161418, ,"Corporation"," "," "," ","LexCheck Inc. HQ","85 Broad St","18th Fl","New York","NY",10004,1,0,1,0,150000,"ADD",04/11/2018," "
"PEOUS","I7Z","FurtherEd, Inc."," ","61 Broadway","Rm 1105","New York","NY",10006,"611430", 371535185, ,"Corporation"," "," "," ","FurtherEd-HQ","61 Broadway","Rm 1105","New York","NY",10006,8,11,8,11,2108500,"ADD",04/11/2018," "
"PEOUS","CEX","Soms Technologies LLC"," ","4 Broadway","Ste. 11","Valhalla","NY",10595,"423120", 205864566, ,"Limited Liability Company"," "," "," ","Soms Technologies LLC-HQ","4 Broadway","Ste. 11","Valhalla","NY",10595,1,0,1,0,90000,"ADD",04/11/2018," "
"PEO02","GTN","Digital Pocket LLC"," ","110 East 59th st","22nd Floor","New york","NY",10022,"541511", 271575090, ,"Limited Liability Company"," "," "," ","Digital Pocket LLC-HQ","110 East 59th st","22nd Floor","New york","NY",10022,6,0,6,0,337708,"ADD",04/11/2018," "
"PEOUS","HQ6","OPMNY, LLC"," ","4695 Chabot Drive",,"Pleasanton","CA",94588,"519130", 204235520, ,"Limited Liability Company"," "," "," ","Remote New York",,,,"NY",,2,0,2,0,200000,"ADD",04/11/2018," "
"PEOUS","S7H","Falkor Partners, LLC"," ","333 McCormick Ave",,"Costa Mesa","CA",92626,"334413", 465446381, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,135200,"ADD",04/11/2018," "
"PEOUS","SGQ","Nouvel Heritage Inc."," ","315 W 36th Street","Unit 4.016","New York","NY",10018,"454110", 320480489, ,"Corporation"," "," "," ","Nouvel Heritage Inc.-HQ","315 W 36th Street","Unit 4.016","New York","NY",10018,0,2,0,2,147000,"ADD",04/11/2018," "
"PEOUS","T2Q","Parallaxes Capital Management LLC"," ","309 5TH AVENUE","APT 12F","New York","NY",10016,"523930", 822462572, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,125000,"ADD",04/11/2018," "
"PEOUS","O57","Actium Development Company, LLC"," ","131 West 23rd Street",,"New York","NY",10011,"237210", 475431166, ,"Limited Liability Company"," "," "," ","Actium Development Company -HQ","131 West 23rd Street",,"New York","NY",10011,2,0,2,0,269400,"ADD",04/11/2018," "
"PEO06","PRR","MARY HOWARD STUDIO LLC"," ","80 RICHARDS STREET, STE 201",,"BROOKLYN","NY",11231,"541922", 472623583, ,"Corporation"," "," "," ","MARY HOWARD STUDIO LLC-HQ","80 RICHARDS STREET  STE 201",,"BROOKLYN","NY",11231,1,4,1,4,170800,"ADD",04/11/2018," "
"PEOUS","O3K","Armor-Lux Incorporated"," ","1251 Avenue of the Americas","3rd Floor","New York","NY",10020,"424330", 812726114, ,"Corporation"," "," "," ","Armor-Lux Incorporated-HQ","1251 Avenue of the Americas","3rd Floor","New York","NY",10020,1,0,1,0,70000,"ADD",04/11/2018," "
"PEO02","GF9","S3 Partners, LLC"," ","590 Madison Avenue",,"New York","NY",10022,"523930", 161632754, ,"Limited Liability Company"," "," "," ","S3 Partners, LLC-HQ","590 Madison Avenue",,"New York","NY",10022,13,2,13,2,3344100,"ADD",04/11/2018," "
"PEO02","S2Q","The Crosby Group LLC"," ","157 West 12th Street",,"New York","NY",10011,"523920", 274688303, ,"Limited Liability Company"," "," "," ","The Crosby Group LLC-HQ","157 West 12th Street",,"New York","NY",10011,1,5,1,5,668725,"ADD",04/11/2018," "
"PEOUS","U5X","Moondrop Entertainment, LLC"," ","156 2nd Street","Suite 419","San Francisco","CA",94105,"519130", 454683691, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,48192,"ADD",04/11/2018," "
"PEOUS","UX1","Defiance ETFs LLC"," ","450 W 42nd St","Suite 37S","New York","NY",10036,"522320", 824003506, ,"Corporation"," "," "," ","WeWork Office","120 E 23rd St",,"New York","NY",10010,2,0,2,0,141000,"ADD",04/11/2018," "
"PEO02","OSB","The Harris Family Charitable Foundation"," ","600 Madison Avenue","26th Floor","New York","NY",10022,"813211", 464326561, ,"Corporation"," "," "," ","The Harris Family Charitabl-HQ","600 Madison Avenue","26th Floor","New York","NY",10022,1,1,1,1,295000,"ADD",04/11/2018," "
