"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
6170,PEOUS,LGY,Glenborn Corporation, ,"310 East 70th Street",Suite 3E,New York,NY,"10021","561312", 451288045, ,Corporation, , , ,Main office,"261 Madison Avenue","10th Floor",New York,NY,"10016",3,0,3,0,250000,CANCEL,2018-01-23,Client's Request
6171,PEO02,GQ3,MALKIN FAMILY HOLDINGS LLC, ,"60 East 42nd Street",Suite 850,New York,NY,"10165","523930", 463673795, ,Limited Liability Company, , , ,MALKIN FAMILY HOLDINGS LLC-HQ,"60 East 42nd Street",Suite 850,New York,NY,"10165",6,10,6,10,1954741,ADD,2018-01-23, 
6172,PEO01,D68,"Kyron, Inc.", ,"139 Forest Avenue",null,Palo Alto,CA,"94301","518210", 462800980, ,Corporation, , , ,Jacob's home office,null,null,null,NY,null,1,0,1,0,250000,CANCEL,2018-01-23,Client's Request
6173,PEOUS,IWO,Markets Media LLC, ,"110 Wall St",null,New York,NY,"10005","519130", 261469067, ,Limited Liability Company, , , ,Markets Media LLC-HQ,"110 Wall St",null,New York,NY,"10005",4,0,4,0,498255,ADD,2018-01-23, 
6174,PEO01,DL0,"Cyvera, Inc.", ,"425 Market Street",Suite 2202,San Francisco,CA,"94105","511210", 320417594, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,140000,CANCEL,2018-01-23,Client's Request
6175,PEOUS,KV0,"Madison Global Partners, LLC", ,"350 Motor Parkway",Suite 205,Hauppauge,NY,"11788","523930", 475172360, ,Limited Liability Company, , , ,Motor Parkway,"330 Motor Parkway",Suite 306,Hauppauge,NY,"11788",6,2,6,2,253200,ADD,2018-01-23, 
6176,PEO01,JM2,Panoramic Power Inc., ,"44 W 28th St","8th floor",New York,NY,"10001","511210", 462298333, ,Corporation, , , ,Panoramic Power-HQ,"44 W 28th St","8th floor",New York,NY,"10001",5,0,5,0,474996,CANCEL,2018-01-23,Client's Request
6177,PEOUS,"5CO","Shine Television, LLC", ,"1741 Ivar Avenue",The Hollywood Ivar Building,Los Angeles,CA,"90028","512110", 260348045, ,Limited Liability Company, , , ,Ardaban New York Office,"589 West 8th Street",null,New York,NY,"10018",3,4,3,4,913440,CANCEL,2018-01-23,Client's Request
6178,PEO02,GFC,"Encompass Capital Advisors, LLC", ,"200 Park Ave.","11th Floor",New York,NY,"10166","523920", 453533616, ,Limited Liability Company, , , ,"Encompass Capital Advisors,-HQ","200 Park Ave.","11th Floor",New York,NY,"10166",20,3,20,3,3296200,ADD,2018-01-23, 
6179,PEOUS,TGU,On Device Research Inc., ,"19 West 24th Street","4th floor",New York,NY,"10010","541613", 823190589, ,Corporation, , , ,On Device Research Inc-HQ,"19 West 24th Street","4th floor",New York,NY,"10010",1,0,1,0,150000,ADD,2018-01-23, 
6180,PEOUS,TXS,Buzzfile Media LLC, ,"45 Broadway",Ste 1420,New York,NY,"10006","519130", 454942847, ,Corporation, , , ,Buzzfile Media LLC-HQ,"45 Broadway",Ste 1420,New York,NY,"10006",0,1,0,1,9464,ADD,2018-01-23, 
6181,PEOUS,SJ4,TNAWTF INC, ,"73 Spring Street",Suite 206,New York,NY,"10012","519130", 821129966, ,Corporation, , , ,TNAWTF INC-HQ,"73 Spring Street",Suite 206,New York,NY,"10012",5,10,5,10,1535000,ADD,2018-01-23, 
6182,PEOUS,"5GW","Think Passenger, Inc", ,"12100 Wilshire Blvd Ste 1950",null,Los Angeles,CA,"90025","541511", 203368552, ,Corporation, , , ,"Think Passenger-New York, NY","25 Broadway","9th Floor",New York,NY,"10004",33,46,33,46,7026456,CANCEL,2018-01-23,Client's Request
6183,PEOUS,TWX,Michael Werner Inc., ,"4 E 77th St",FL 1,New York,NY,"10075","453920", 133546772, ,Corporation, , , ,Michael Werner Gallery-HQ,"4 E 77th St",FL 1,New York,NY,"10075",5,11,5,11,2594000,ADD,2018-01-23, 
6184,PEOUS,OQE,"Uppercut, Inc.", ,"7 West 18th Street","8th Floor",New York,NY,"10011","512110", 364725558, ,Corporation, , , ,Uppercut-HQ,"7 West 18th Street","8th Floor",New York,NY,"10011",11,10,11,10,2479100,ADD,2018-01-23, 
6185,PEOUS,IFD,"Oblong Industries, Inc.", ,"923 E 3rd Street",Suite 111,Los Angeles,CA,"90013","334118", 205314270, ,Corporation, , , ,New York City,"363 7th Avenue","6th Floor",New York,NY,"10001",16,5,16,5,2626000,ADD,2018-01-23, 
6186,PEOUS,HPS,"Acrolinx North America, Inc.", ,"2400 District Ave",Suite 105,Burlington,MA,"01803","511210", 204292117, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,220000,ADD,2018-01-23, 
6187,PEO02,GSH,"Cranberry Family Office, LLC", ,"1185 Avenue of the Americas","39th Floor",New York,NY,"10036","551112", 461652839, ,Limited Liability Company, , , ,"Cranberry Family Office, LL-HQ","1185 Avenue of the Americas","39th Floor",New York,NY,"10036",2,2,2,2,602000,ADD,2018-01-23, 
6188,PEO02,JWQ,Sutton Square Management LP, ,"540 Madison Avenue","7th Floor",New York,NY,"10022","523920", 475150940, ,Limited Partnership, , , ,Sutton Square Management LP-HQ,"540 Madison Avenue","7th Floor",New York,NY,"10022",1,1,1,1,300000,ADD,2018-01-23, 
6189,PEOUS,PO6,"Orchard Mile, Inc.", ,"33 Irving Place","3rd Floor",New York,NY,"10022","454110", 472378876, ,Corporation, , , ,"Orchard Mile, Inc.-HQ","33 Irving Place","3rd Floor",New York,NY,"10022",1,5,1,5,485000,ADD,2018-01-23, 
6190,PEOUS,KLQ,HSA Partners II LLC, ,"110 Wall Street","4th Floor Suite 56",New York,NY,"10005","551112", 472604251, ,Corporation, , , ,HSA Partners II LLC-HQ,"110 Wall Street","4th Floor Suite 56",New York,NY,"10005",1,1,1,1,105000,CANCEL,2018-01-23,Client's Request
6191,PEO01,HN9,"The Players Tribune, Inc.", ,"2900 W Alameda Ave","15th Floor",Burbank,CA,"91505","519130", 465721333, ,Corporation, , , ,New York,"601 W. 26th Street",Suite 1435,New York,NY,"10001",78,48,78,48,11763654,ADD,2018-01-23, 
6192,PEO01,DMG,Procurri LLC, ,"5825 Peachtree Corners East",Suite A,Norcross,GA,"30092","541512", 461601019, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,140000,ADD,2018-01-23, 
6193,PEO02,GQ0,"Feigen Advisors, LLC", ,"7 E. 94th Street","5th Floor",New York,NY,"10128","523920", 208402151, ,Limited Liability Company, , , ,"Feigen Advisors, LLC-HQ","7 E. 94th Street","5th Floor",New York,NY,"10128",10,8,10,8,1833601,ADD,2018-01-23, 
6194,PEOUS,IB2,McCourt Global Services LLC, ,"9420 Wilshire Blvd","3rd Floor",Beverly Hills,CA,"90212","551112", 260396064, ,Limited Liability Company, , , ,New York,"888 Seventh Avenue","43rd Floor",New York,NY,"10106",15,13,15,13,5857575,ADD,2018-01-23, 
6195,PEO01,MK4,e.ventures Management LLC, ,"600 Montgomery St","43rd Fl",San Francisco,CA,"94111","523910", 471189319, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,170000,ADD,2018-01-23, 
6196,PEO01,B9V,"Intent Media, Inc.", ,"315 Hudson Street","9th Floor",New York,NY,"10013","519130", 264073633, ,Corporation, , , ,"Intent Media, Inc.-HQ","315 Hudson Street","9th Floor",New York,NY,"10013",177,103,177,103,36417724,ADD,2018-01-23, 
6197,PEOUS,DGN,Golden Capital Management LLC, ,"10715 David Taylor Drive",Suite 400,Charlotte,NC,"28262","523920", 562210064, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,186823,CANCEL,2018-01-23,Client's Request
6198,PEOUS,OOL,Village Health Works, ,"45 West 36th Street","8th Floor",New York,NY,"10018","813212", 450545435, ,Corporation, , , ,Village Health Works-HQ,"45 West 36th Street","8th Floor",New York,NY,"10018",3,13,3,13,1419018,ADD,2018-01-23, 
6199,PEOUS,"9IL","MyBuys Media, Inc.", ,"411 Borel Avenue",Suite #100,San Mateo,CA,"94402","541511", 800609987, ,Corporation, , , ,"MyBuys Media, Inc.-Remote NY",null,null,null,NY,null,7,0,7,0,817000,CANCEL,2018-01-23,Client's Request
6200,PEO02,JVH,"Lake Trail Capital, LP", ,"400 Park Avenue","21st Floor",New York,NY,"10022","523920", 371783419, ,Limited Partnership, , , ,"Lake Trail Capital, LP-HQ","400 Park Avenue","21st Floor",New York,NY,"10022",5,3,5,3,1486800,ADD,2018-01-23, 
6201,PEOUS,CND,NuORDER Inc, ,"900 Hilgard Ave",null,Los Angeles,CA,"90024","511210", 453698675, ,Corporation, , , ,NEW YORK,"154 GRAND STREET",null,NEW YORK,NY,"10013",21,34,21,34,4287000,ADD,2018-01-23, 
6202,PEOUS,PG8,"Content Analytics, Inc.", ,"414 Brannan Street",null,San Francisco,CA,"94107","511210", 463458410, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,77000,ADD,2018-01-23, 
6203,PEOUS,TJ3,"WineAccess, Inc.", ,"236 8th Street",Suite C,San Francisco,CA,"94103","454110", 473607315, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,150000,ADD,2018-01-23, 
6204,PEO01,B3Y,SideTour Inc., ,"122 West 26th Street","8th Floor",New York,NY,"10001","519130", 452790749, ,Corporation, , , ,SideTour Inc.-HQ,"122 West 26th Street","8th Floor",New York,NY,"10001",12,6,12,6,1465000,CANCEL,2018-01-23,Client's Request
6205,PEOUS,LY8,Impetus PM LLC, ,"30 Wall Street",Floor 8,New York,NY,"10005","541611", 471300707, ,Limited Liability Company, , , ,Impetus Consulting Group-HQ,"30 Wall Street",Floor 8,New York,NY,"10005",7,4,7,4,1295240,ADD,2018-01-23, 
6206,PEOUS,JKY,Stacklist LLC, ,"200 W 26th St Apt 4M",null,New York,NY,"10001","519130", 473917588, ,Limited Liability Company, , , ,Stacklist LLC-HQ,"200 W 26th St Apt 4M",null,New York,NY,"10001",1,1,1,1,110000,ADD,2018-01-23, 
6207,PEO01,HRP,Specialized Healthcare Partners LLC, ,"220 Congress Park Dr",Suite 210,Delray Beach,FL,"33445","524291", 455172412, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,70000,ADD,2018-01-23, 
6208,PEOUS,OWG,Thompson House Group LLC, ,"54 Thompson St","3rd Floor",New York,NY,"10012","531311", 475431854, ,Limited Liability Company, , , ,Thompson House Group LLC-HQ,"54 Thompson St","3rd Floor",New York,NY,"10012",0,12,0,12,300820,ADD,2018-01-23, 
6209,PEOUS,"9T5",Code for America Labs, ,"155 9th Street",null,San Francisco,CA,"94103","813319", 271067272, ,Corporation, , , ,Remote NY,null,null,null,NY,null,3,0,3,0,342600,CANCEL,2018-01-23,Client's Request
6210,PEO02,G2B,"Deerpath Capital Management, LP", ,"405 Lexington Avenue","71st Floor",New York,NY,"10174","523920", 208823604, ,Limited Partnership, , , ,Deerpath Capital Management-HQ,"405 Lexington Avenue","71st Floor",New York,NY,"10174",6,5,6,5,1778660,ADD,2018-01-23, 
6211,PEOUS,BCE,"Cipher Cloud, Inc.", ,"333 W San Carlos St",Suite 1100,San Jose,CA,"95110","511210", 300645552, ,Corporation, , , ,Remote New York,null,null,null,NY,null,12,1,12,1,1955000,ADD,2018-01-23, 
6212,PEOUS,IC4,"Maurice Kassimir & Associates, PC", ,"1375 Broadway","23rd Floor",New York,NY,"10018","541110", 133605496, ,Corporation, , , ,Maurice Kassimir & Associat-HQ,"1375 Broadway","23rd Floor",New York,NY,"10018",3,8,3,8,1139500,ADD,2018-01-23, 
6213,PEOUS,U0O,Systems Trading Corporation, ,"81 Prospect St",null,Brooklyn,NY,"11201","425120", 133873252, ,Corporation, , , ,Systems Trading Corporation-HQ,"81 Prospect St",null,Brooklyn,NY,"11201",2,2,2,2,265000,ADD,2018-01-23, 
6214,PEO02,GLZ,"Blend.io, Inc.", ,"29 Little West 12th Street",null,New York,NY,"10014","541511", 462722565, ,Corporation, , , ,"Blend.io, Inc.-HQ","29 Little West 12th Street",null,New York,NY,"10014",5,1,5,1,501000,CANCEL,2018-01-23,Client's Request
6215,PEOUS,T75,Podible Inc., ,"404 5th Avenue",Suite 4.019,New York,NY,"10018","519130", 821976115, ,Corporation, , , ,Podible Inc.-HQ,"404 5th Avenue",Suite 4.019,New York,NY,"10018",4,1,4,1,416900,CANCEL,2018-01-23,Client's Request
6216,PEO01,NKJ,"Sphere Technologies, Inc.", ,"16633 Ventura Blvd",Ste 600,Encino,CA,"91436","541511", 811957152, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,2,0,2,130000,ADD,2018-01-23, 
6217,PEOUS,"6H5",Spinnaker Support LLC, ,"900 Threadneedle Street",Suite 450,Houston,TX,"77079","541511", 320257024, ,Limited Liability Company, , , ,Spinnaker Support-Remote NY,null,null,null,NY,null,1,0,1,0,115000,ADD,2018-01-23, 
6218,PEOUS,"8WQ",Castor Americas Inc, ,"5847 San Felipe Plaza",Suite 1700,Houston,TX,"77057","523140", 203967753, ,Corporation, , , ,NY Graziano,"131 E Madison St",null,East Islip,NY,"11730",1,1,1,1,205000,CANCEL,2018-01-23,Client's Request
6219,PEOUS,O75,Leichter Ellison Advisors LLC, ,"261 Madison Avenue","9th Floor",New York,NY,"10016","561312", 475366577, ,Limited Liability Company, , , ,Leichter Ellison Advisors L-HQ,"261 Madison Avenue","9th Floor",New York,NY,"10016",0,1,0,1,90000,CANCEL,2018-01-23,Client's Request
6220,PEO01,HB3,"Abrams, Gorelick, Friedman & Jacobson, LLP", ,One Battery Park Plaza,"4th Floor",New York,NY,"10004","541110", 454014014, ,Limited Liability Partnership, , , ,Abrams Gorelick Friedman & -HQ,One Battery Park Plaza,"4th Floor",New York,NY,"10004",28,34,28,34,5918609,ADD,2018-01-23, 
6221,PEO02,JUJ,"21/64 Inc", ,"445 Park Avenue, Suite 16A",null,New York,NY,"10022","813219", 464671557, ,Corporation, , , ,"21/64 Inc-HQ","445 Park Avenue, Suite 16A",null,New York,NY,"10022",0,8,0,8,660844,ADD,2018-01-23, 
6222,PEO01,IBQ,Engel & Volkers New York Real Estate LLC, ,"430 Park Ave","11th Floor",New York,NY,"10022","531210", 462829117, ,Limited Liability Company, , , ,Engel & Volkers New York Re-HQ,"430 Park Ave","11th Floor",New York,NY,"10022",2,7,2,7,1030000,ADD,2018-01-23, 
6223,PEOUS,S4B,"Vesper Labs, Inc", ,"26 Broadway","8th Floor",New York,NY,"10004","541611", 475399706, ,Corporation, , , ,"Vesper Labs, Inc-HQ","26 Broadway","8th Floor",New York,NY,"10004",8,9,8,9,784510,CANCEL,2018-01-23,Client's Request
6224,PEOUS,"515","Quantum Aviation Solutions, Inc.", ,"1720 Epps Bridge Road","Suite 108, Number 304",Athens,GA,"30606","541511", 900237480, ,Corporation, , , ,Quantum Aviation Sol-Remote NY,null,null,null,NY,null,3,0,3,0,309281,ADD,2018-01-23, 
6225,PEO01,BST,"Moveline Group, Inc.", ,"400 S 4th St",Suite 450,Las Vegas,NV,"89101","541511", 454091650, ,Corporation, , , ,Moveline NY Office,"110 5th Avenue","5th Floor",New York,NY,"10011",10,4,10,4,1129800,CANCEL,2018-01-23,Client's Request
6226,PEOUS,S9B,ELLIOT SCOTT HR RECRUITMENT INC, ,"1460 Broadway",Level 8,New York,NY,"10036","541612", 463147090, ,Corporation, , , ,Elliot Scott HR Recruitment,"1460 Broadway",Level 8,New York,NY,"10036",2,2,2,2,234950,ADD,2018-01-23, 
6227,PEOUS,"3PP",null, ,"40 Technology Drive1",null,Warren,NJ,"07059","51339", 223787289, ,Corporation, , , ,Andrew Amplifier Inc-Remote NY,null,null,null,NY,null,1,0,1,0,120000,CANCEL,2018-01-23,Client's Request
6228,PEO01,CBG,Allazo Health Corp., ,"447 Broadway Floor 2",c/o the Farm,New York,NY,"10013","511210", 461187823, ,Corporation, , , ,AllazoHealth-HQ,"447 Broadway Floor 2",c/o the Farm,New York,NY,"10013",11,8,11,8,1232529,ADD,2018-01-23, 
6229,PEOUS,HGL,"Mana Health, Inc.", ,"315 W 36th St",null,New York,NY,"10018","541511", 453121688, ,Corporation, , , ,Mana Health-HQ,"315 W 36th St",null,New York,NY,"10018",25,13,25,13,2644336,CANCEL,2018-01-23,Client's Request
6230,PEO02,GFF,GSA Capital Partners (New York) LP, ,"1209 North Orange Street",null,Wilmington,DE,"19801","523920", 900769532, ,Limited Partnership, , , ,New York NY 10036,"1140 Avenue of the Americas",null,New York,NY,"10036",11,4,11,4,1907284,ADD,2018-01-23, 
6231,PEOUS,SRZ,"Embolx, Inc.", ,"530 Lakeside Drive",Suite 200,Sunnyvale,CA,"94085","339112", 300790974, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,95000,ADD,2018-01-23, 
6232,PEOUS,"3EQ",Viewtel Corporation, ,"4655 Old Ironsides Drive",Suite 200,Santa Clara,CA,"95054","334413", 954750612, ,Corporation, , , ,Viewtel Corporation-Remote NY,null,null,null,NY,null,1,0,1,0,70000,ADD,2018-01-23, 
6233,PEO01,DZ7,"Prevoty, Inc.", ,"11911 San Vicente Boulevard",Suite 355,Los Angeles,CA,"90049","511210", 462323186, ,Corporation, , , ,Remote NY,null,null,null,NY,null,3,0,3,0,450000,ADD,2018-01-23, 
6234,PEO01,IE8,Libra Services Inc., ,"140 East 45th Street",Suite 17C,New York,NY,"10017","511210", 371756025, ,Corporation, , , ,NY Office,"2222 Jackson Avenue",Suite 1106,Long Island City,NY,"11101",15,1,15,1,2221800,ADD,2018-01-23, 
6235,PEOUS,CEH,"Cuebiq, Inc.", ,"45 W 27th St","3rd Floor",New York,NY,"10001","511210", 454281190, ,Corporation, , , ,"Cuebiq, Inc.HQ","45 W 27th St","3rd Floor",New York,NY,"10001",22,12,22,12,3926200,ADD,2018-01-23, 
6236,PEO02,GG0,Anderson Global Macro LLC, ,"22 Little West 12th Street",null,New York,NY,"10014","523920", 611673922, ,Limited Liability Company, , , ,Anderson Global Macro LLC-HQ,"22 Little West 12th Street",null,New York,NY,"10014",19,3,19,3,5376731,ADD,2018-01-23, 
6237,PEO01,D9O,"Powa Technologies, Inc.", ,c/o: Hodakowski & Hodakowski,"Hodakowski Wealth Mgmt, LLC",Flemington,NJ,"08822","541511", 452817182, ,Corporation, , , ,"New York, NY","1500 Broadway","18th Floor",New York,NY,"10036",27,16,27,16,4968600,CANCEL,2018-01-23,Client's Request
6238,PEO01,DBD,Victorious Inc, ,"225 Santa Monica Blvd",Suite 200,Santa Monica,CA,"90401","511210", 463179541, ,Corporation, , , ,Victorious Inc-NY,null,null,null,NY,null,0,1,0,1,105000,CANCEL,2018-01-23,Client's Request
6239,PEOUS,AWA,GX Software Inc, ,"470 Atlantic Avenue",Suite 4087,Boston,MA,"02210","511210", 800587413, ,Corporation, , , ,New York,null,null,null,NY,null,1,0,1,0,140000,CANCEL,2018-01-23,Client's Request
6240,PEOUS,"53Z",MedcomSoft Inc., ,"1200 Eglinton Avenue East",#900,Toronto,ON,M3C 1H9,"541511", 980208232, ,Corporation, , , ,MedcomSoft Inc.-Remote NY,null,null,null,NY,null,1,1,1,1,66000,CANCEL,2018-01-23,Client's Request
6241,PEOUS,BIJ,"Edge Adhesives, Inc.", ,"5117 Northeast Prkwy",null,Fort Worth,TX,"76106","325520", 271980935, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,115000,CANCEL,2018-01-23,Client's Request
6242,PEO01,O79,Singular Genomics Systems Inc, ,"3210 Merryfield Row",Office 2219A C,San Diego,CA,"92121","541713", 812948451, ,Corporation, , , ,Columbia University,"550 West 120th Street",Northwest Corner Building,New York,NY,"10027",2,0,2,0,70000,ADD,2018-01-23, 
6243,PEO02,GWG,Immune Pharmaceuticals Inc, ,"430 East 29th St","STE 29, STE 9",New York,NY,"10016","325412", 271139630, ,Corporation, , , ,Immune Pharmaceuticals Inc-HQ,"430 East 29th St","STE 29, STE 9",New York,NY,"10016",7,19,7,19,4324000,CANCEL,2018-01-23,Client's Request
6244,PEOUS,O9T,"E&C America, Inc.", ,"1177 Avenue of Americas","7 Floor",New York,NY,"10036","541690", 465764537, ,Corporation, , , ,"E&C America, Inc.-HQ","1177 Avenue of Americas","7 Floor",New York,NY,"10036",2,0,2,0,208393,ADD,2018-01-23, 
6245,PEOUS,HR5,Miron Properties LLC, ,"56 Saint Marks Place","5D",New York,NY,"10003","531210", 263315408, ,Corporation, , , ,Miron Properties LLC-HQ,"56 Saint Marks Place","5D",New York,NY,"10003",6,6,6,6,403356,CANCEL,2018-01-23,Client's Request
6246,PEOUS,"3Q4",Gyros US Inc., ,"30 Technology Drive",Suite 1F,Warren,NJ,"07059","541713", 522324726, ,Corporation, , , ,Gyros US Inc.-Remote NY,null,null,null,NY,null,0,2,0,2,291625,ADD,2018-01-23, 
6247,PEOUS,"69J","Aerielle, LLC", ,"47800 Westinghouse Drive",null,Fremont,CA,"94539","541519", 264391696, ,Limited Liability Company, , , ,"Aerielle, LLC-Remote NY",null,null,null,NY,null,1,0,1,0,120000,CANCEL,2018-01-23,Client's Request
6248,PEOUS,"546","Amobee, Inc.", ,"100 Marine Parkway",Suite 575,Redwood City,CA,"94065","541611", 202801822, ,Corporation, , , ,"Amobee, Inc.-Remote NY",null,null,null,NY,null,3,0,3,0,255000,CANCEL,2018-01-23,Client's Request
6249,PEOUS,AJZ,Ext JS LLC, ,"525 University Ave Ste 23",null,Palo Alto,CA,"94301","541511", 262926384, ,Corporation, , , ,NY Hendricks,"9 Fairwind Ct",null,Oakdale,NY,"11769",1,0,1,0,93000,CANCEL,2018-01-23,Client's Request
6250,PEOUS,T2H,Carol Bove Studio LLC, ,"6 Bay Street","2nd floor",Brooklyn,NY,"11231","453920", 273429695, ,Corporation, , , ,Carol Bove Studio LLC-HQ,"6 Bay Street","2nd floor",Brooklyn,NY,"11231",6,5,6,5,847900,ADD,2018-01-23, 
6251,PEOUS,HHD,"The Astor Group, Inc.", ,"275 Madison Avenue","14th Floor",New York,NY,"10016","561312", 112980164, ,Corporation, , , ,"The Astor Group, Inc-HQ","275 Madison Avenue","14th Floor",New York,NY,"10016",0,1,0,1,46154,CANCEL,2018-01-23,Client's Request
6252,PEOUS,IU7,"Icon System Solutions, LLC", ,"1085 Jackson Avenue",null,Franklin Square,NY,"11010","238210", 461217878, ,Limited Liability Company, , , ,"Icon System Solutions, LLC-HQ","1085 Jackson Avenue",null,Franklin Square,NY,"11010",5,0,5,0,477000,ADD,2018-01-23, 
6253,PEO01,CN0,Cureatr Inc., ,"19 Hudson Street",Suite 501,New York,NY,"10013","519130", 453365491, ,Corporation, , , ,dba Cureatr Technologies-HQ,"19 Hudson Street",Suite 501,New York,NY,"10013",11,7,11,7,1711200,CANCEL,2018-01-23,Client's Request
6254,PEOUS,"9S8",trueX media inc., ,"11925 Wilshire Blvd","2nd Floor",Los Angeles,CA,"90025","519130", 205686085, ,Corporation, , , ,NY Office,"853 Broadway",Suite 1406,New York,NY,"10003",23,22,23,22,5486280,CANCEL,2018-01-23,Client's Request
6255,PEOUS,AU8,"Adaptly, Inc.", ,"386 Park Ave South","17th Floor",New York,NY,"10016","519130", 272393054, ,Corporation, , , ,Adaptly-HQ,"386 Park Ave South","17th Floor",New York,NY,"10016",128,90,128,90,23271344,ADD,2018-01-23, 
6256,PEOUS,S29,BuzzBuzzHome Corp, ,"175 Varick Street","4th Floor West",New York,NY,"10014","519130", 900868323, ,Corporation, , , ,BuzzBuzzHome Corp-HQ,"175 Varick Street","4th Floor West",New York,NY,"10014",2,1,2,1,188558,ADD,2018-01-23, 
6257,PEOUS,S3N,MadHive LLC, ,"208 W 30th St",Suite 802,New York,NY,"10001","541890", 811074510, ,Limited Liability Company, , , ,MadHive LLC-HQ,"208 W 30th St",Suite 802,New York,NY,"10001",12,3,12,3,1993400,ADD,2018-01-23, 
6258,PEO02,GGY,"Mack Weldon, Inc.", ,"1201 Broadway Suite 705",null,New York,NY,"10001","454110", 452550259, ,Corporation, , , ,"Mack Weldon, Inc.-HQ","1201 Broadway Suite 705",null,New York,NY,"10001",17,8,17,8,2673000,CANCEL,2018-01-23,Client's Request
